場所名稱,場所地址,場所經緯度X,場所經緯度Y,場所類型,場所網址,場所描述,AED放置地點,AED經緯度X,AED經緯度Y,AED地點描述,開放使用時間,開放使用時間緊急連絡電話,資料建立時間
國立台灣大學,台北市大安區羅斯福路四段1號,121.538728,25.013041,大專院校,,羅斯福路與新生南路交叉口,管理研教館,121.538728,25.013041,位於大門進入後之前方,"星期一至星期五 08:30 至 17:30
                星期六  至 
                星期日  至 
                備註:",33661027,2013-11-18 15:03:00.0
新竹縣立華山國民中學,新竹縣橫山鄉橫山村橫山街一段29號,121.109096,24.717582,國中,http://www.hwjh.hcc.edu.tw/bin/home.php,,總務處旁中廊,121.109096,24.717582,總務處旁中廊,"星期一至星期五 08:00 至 16:10
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:六日不開放",035934084,2015-06-16 11:49:00.0
財團法人國家實驗研究院國家奈米元件實驗室南區分中心,台南市新市區南科三路27號,120.281913,23.097097,其他場所,,南科管理局標標準廠房第二期廠房,公司大門服務台,120.281913,23.097097,面對公司大門服務台左側,"星期一至星期五 08:00 至 18:00
                星期六  至 
                星期日  至 
                備註:",06-5050650,2015-03-17 16:52:00.0
晶元光電股份有限公司,苗栗縣竹南鎮竹南科學園區科中路13號,120.91494,24.709405,其他場所,,,7樓醫務室,120.91494,24.709405,開放式空間,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:24小時",03-7582868分機166885,2014-07-29 11:11:00.0
新竹市北區舊社國民小學,新竹市北區金竹路99號,120.973081,24.823427,國小,http://www.jsps.hc.edu.tw/school/web/index.php,新竹市北區舊社國民小學,新竹市北區舊社國民小學,120.973081,24.823427,行政大樓健康中心,"星期一至星期五 07:50 至 21:00
                星期六 08:00 至 21:00
                星期日 08:00 至 21:00
                備註:",03-5342022,2014-08-25 12:24:00.0
臺中市立立人國民中學,台中市北區北平路一段62號,120.669961,24.171509,國中,,,健康中心外走廊,120.669961,24.171509,健康中心外走廊,"星期一至星期五 17:00 至 18:00
                星期六  至 
                星期日 16:00 至 17:00
                備註:",0422963999#280,2013-10-18 10:51:00.0
台北金融大樓股份有限公司,台北市信義區市府路45號,121.564101,25.033493,商場,http://www.taipei-101.com.tw/MALL/,台北101商場,商場B1客服櫃台,121.564724,25.033724,商場B1客服櫃台,"星期一至星期五 11:00 至 21:30
                星期六 11:00 至 22:00
                星期日 11:00 至 21:30
                備註:營業時間開放",02-81018862,2013-11-15 15:17:00.0
新北市立圖書館土城親子分館,新北市土城區中州路28巷30號4樓,121.414709,24.958066,圖書館,,,新北市立圖書館土城親子分館,121.414709,24.958066,位於新北市土城區頂埔公有零售市場 (四樓),"星期一至星期五  至 
                星期六  至 
                星期日  至 
                備註:星期二至星期六開館時間8:30 -20:00
星期日至星期一 開館時間8:30-17:00",(02)2267-8901#9,2014-11-19 18:25:00.0
臺北市北投區戶政事務所,台北市北投區新市街30號3樓,121.503,25.132426,其他場所,http://www.bthr.taipei.gov.tw,本所位於北投區行政中心3樓,戶籍登記課後方,121.503,25.132426,"從本所大門口進入後,往左側方向進入戶籍登記課.","星期一至星期五 08:30 至 17:30
                星期六  至 
                星期日  至 
                備註:",02-28924170,2013-10-31 14:48:00.0
崇仁醫護管理專科學校,嘉義市東區盧厝里紅毛埤217號,120.482753,23.478845,大專院校,,從門口進來150公尺的正心誠意樓1樓左轉即測即評試務中心,試務中心門口右邊,120.482753,23.478845,正心誠意樓1樓即測即評試務中心,"星期一至星期五 08:00 至 17:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:周六、周日不開放",05-2773932分機840,2014-04-24 12:57:00.0
臺南市將軍區長平國民小學,台南市將軍區長沙里132-2號,120.106625,23.218653,國小,http://cpes.dcs.tn.edu.tw/,長平國小健康中心內,健康中心內,120.106625,23.218653,健康中心內入口左側冷氣機下方,"星期一至星期五 07:30 至 16:30
                星期六  至 
                星期日  至 
                備註:",06-7931146,2015-05-20 16:33:00.0
國立台灣大學-醫學校區,台北市中正區仁愛路1段1號,121.519043,25.040543,大專院校,,仁愛路上,醫學體育館,121.521315,25.040607,大門入口偏左側柱子前。,"星期一至星期五 08:30 至 17:30
                星期六  至 
                星期日  至 
                備註:",23123456*88044,2013-11-18 15:46:00.0
復興航空運輸股份有限公司,台北市大安區敦化南路二段39號8樓,121.549215,25.031656,航空器,,AIRBUS飛機A/C REG. NO.B-22310,AIRBUS飛機A/C REG. NO.B-22310,121.549215,25.031656,AIRBUS飛機A/C REG. NO.B-22310 第1排右方行李櫃,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:依據班機時刻表",0960835235,2013-10-28 11:53:00.0
景文科技大學,新北市新店區新北市新店區安忠路99號,121.50928,24.952957,大專院校,,行政大樓一樓健康中心,健康中心,121.50928,24.952957,行政大樓一樓健康中心,"星期一至星期五 08:00 至 22:00
                星期六 12:00 至 21:00
                星期日 08:00 至 18:00
                備註:",01:00~24:00,2013-11-11 12:38:00.0
新竹市18尖山,新竹市東區新竹市博愛街5巷,120.980759,24.788994,直轄市、縣(市)政府主管之風景區,,,新竹市學府路128號,120.980759,24.788994,新竹高商警衛室,"星期一至星期五 08:00 至 17:00
                星期六  至 
                星期日  至 
                備註:",5216121-545,2014-05-23 17:21:00.0
苗栗縣公館鄉公館國民小學,苗栗縣公館鄉館中村大同路15號,120.827782,24.499404,國小,http://163.19.156.241/school/,,健康中心,120.827782,24.499404,位於本校健康中心,"星期一至星期五 07:30 至 16:30
                星期六  至 
                星期日  至 
                備註:星期六及日公休",037-224727#27,2013-10-17 11:34:00.0
交通部觀光局阿里山國家風景區管理處文峰遊客中心,嘉義縣竹崎鄉文峰村1鄰溪州仔22號,120.601897,23.509619,國家級風景區,,交通部觀光局阿里山國家風景區管理處文峰遊客中心,文峰遊客中心,120.601897,23.509619,1樓大門旁，服務台左前方,"星期一至星期五 08:30 至 17:30
                星期六 08:30 至 17:30
                星期日 08:30 至 17:30
                備註:",05-2617212,2014-05-05 09:58:00.0
苗栗縣頭份鎮建國國民小學,苗栗縣頭份鎮建國路80號,120.912362,24.695282,國小,http://goes240.goes.mlc.edu.tw/school/web/index.php,,健康中心,120.912362,24.695282,大門後棟左側,"星期一至星期五 08:00 至 16:00
                星期六  至 
                星期日  至 
                備註:國小上課時間開放",037-665905轉3025,2014-02-27 10:45:00.0
新北市立海山高級中學,新北市板橋區漢生東路215號,121.461841,25.01141,國中,,,健康中心,121.461841,25.01141,健康中心,"星期一至星期五 08:00 至 21:00
                星期六  至 
                星期日  至 
                備註:學校上班時間",29517475轉227,2016-05-20 15:46:00.0
臺中市大里區內新國民小學,台中市大里區新仁路二段42號,120.695723,24.111386,國小,,,健康中心外走廊,120.695629,24.111632,健康中心外走廊牆壁,"星期一至星期五 07:00 至 20:00
                星期六 07:00 至 20:00
                星期日 07:00 至 20:00
                備註:",24852863,2013-10-22 14:23:00.0
中部汽車股份有限公司潭子服務廠,台中市潭子區頭家村中山路一段285號,120.703177,24.19991,其他場所,,,TOYOTA潭子服務廠,120.703177,24.19991,TOYOTA潭子服務廠客休室,"星期一至星期五 08:30 至 17:30
                星期六 08:30 至 17:30
                星期日 08:30 至 17:30
                備註:",04-25334185,2014-10-30 11:02:00.0
台北金融大樓股份有限公司,台北市信義區市府路45號,121.564101,25.033493,百貨業,http://www.taipei-101.com.tw/MALL/,台北101商場,商場B2停車場橘2梯廳,121.564718,25.03371,商場B2停車場橘2梯廳,"星期一至星期五 11:00 至 21:30
                星期六 11:00 至 22:00
                星期日 11:00 至 21:30
                備註:營業時間開放",02-81018862,2013-11-15 15:08:00.0
台富製藥股份有限公司,桃園市大園區溪海村和平西路一段391號,121.187195,25.046601,其他場所,,台富製藥股份有限公司 ( 溪海國小對面),台富製藥股份有限公司 辦公棟 走廊,121.187195,25.046601,台富製藥股份有限公司 辦公棟 走廊,"星期一至星期五 08:00 至 16:30
                星期六  至 
                星期日  至 
                備註:上班時間",033865117,2014-03-12 15:51:00.0
彰化縣彰化市立殯儀館,彰化縣彰化市大埔路172號,120.546004,24.056967,殯儀館,http://www.changhua.gov.tw/?index=public_co&fun_id=3&fun_s_id=1&types=1,"1.本館AED設置於大門入口右手邊第一棟紫色屋簷建築物(即服務中心)，服務中心一進門直視即可看到2.本館無獨立網址，須連結至彰化市公所",彰化市立殯儀館服務中心,120.546004,24.056967,彰化市立殯儀館服務中心內洗手間旁,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:全年24小時開放",7118284,2013-10-11 12:09:00.0
維多利亞學校財團法人雲林縣維多利亞實驗高級中學,雲林縣斗六市鎮南路1110號,120.552319,23.67938,高中職,,,一期二樓女廁旁,120.552319,23.67938,鄰近健康中心 學校門口進去左側大樓,"星期一至星期五 08:00 至 23:59
                星期六 08:00 至 23:59
                星期日 08:00 至 23:59
                備註:",055378899轉1110,2014-06-17 17:20:00.0
新北市立圖書館板橋分館,新北市板橋區文化路1段23號,121.458263,25.010848,圖書館,http://www.tphcc.gov.tw/MainPortal/htmlcnt/fdc5d70e07ae47c2b894472a532d2c00,,板橋分館,121.458263,25.010848,板橋分館進大門右邊,"星期一至星期五 08:30 至 21:00
                星期六 08:30 至 21:00
                星期日 08:30 至 17:00
                備註:星期一開放時間同星期日",2966-4347,2014-10-15 18:28:00.0
南臺科技大學,台南市永康區南台街1號,120.225296,23.022638,大專院校,http://www.stust.edu.tw/tc/node/traffic,,U棟優活館,120.225296,23.022638,U棟 1樓 服務台後方,"星期一至星期五 08:10 至 21:50
                星期六 08:00 至 18:00
                星期日  至 
                備註:遇國定假日&寒暑假期間則不開放",,2014-05-20 17:25:00.0
宜蘭縣蘇澳鎮永榮里里辦公室,宜蘭縣蘇澳鎮永榮里大同路94號,121.834534,24.620764,其他場所,,宜蘭縣蘇澳鎮永榮里大同路94號-蘇澳鎮永榮里里辦公室-大門右手邊,宜蘭縣蘇澳鎮永榮里里辦公室,121.834534,24.620764,大門右手邊,"星期一至星期五 08:00 至 17:00
                星期六 08:00 至 17:00
                星期日 08:00 至 17:00
                備註:",0938363364,2016-07-04 21:50:00.0
臺南市仁德區公所,台南市仁德區中正路3段5號,120.25747,22.981812,其他場所,,,區公所大廳,120.251724,22.972312,大廳服務台右側,"星期一至星期五 08:00 至 17:30
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:",週一至週五早上8時至下午5時30分,2015-06-25 10:28:00.0
台北金融大樓股份有限公司,台北市信義區市府路45號,121.564434,25.033734,商場,http://www.taipei-101.com.tw/MALL/,台北101商場,商場B1美食街往辦公大樓電扶梯旁,121.564735,25.033719,商場B1美食街往辦公大樓電扶梯旁,"星期一至星期五 11:00 至 21:30
                星期六 11:00 至 22:00
                星期日 11:00 至 21:30
                備註:營業時間開放",02-81018862,2013-11-15 15:24:00.0
新北市客家文化園區,新北市三峽區隆恩街239號,121.359766,24.94174,文化園區,http://www.hakka.ntpc.gov.tw/index.php,"文化是國家民族延續的命脈，文化建設更是社會進步的原動力。「以土地為主軸的族群歷史觀」中客家族群是新臺灣人的重要組成之一，所以在這多元文化社會之中，如何將客家文化保存融入生活並發揚光大，是重要課題之一。隨時代變遷，已由過去「逢山必有客，無客不住山」轉變為「處處都有客家人」。為落實客家文化的精神，新北市政府選定於三峽區隆恩埔段的公有地上興建可舉辦大型文化活動的「新北市客家文化園區」，期在新時代文化交匯洪流中凝聚客家意識，發揚硬頸的客家精神，進而將客家優良精神、特色推廣至全世界。因此，呈現一個族群文化發展的完整脈絡，對族群生命的延續更具有無比意義的影響，特別是在這條族群軌跡的末端直接連結現今狀態的「客家文化園區」，不僅是對客家、就整個臺灣的未來發展而言，都有極大的價值和裨益。",新北市客家文化園區園樓,121.359766,24.94174,新北市客家文化園區園樓,"星期一至星期五 09:00 至 17:00
                星期六 09:00 至 18:00
                星期日 09:00 至 18:00
                備註:每月第1個星期一休館，倘休館日遇國定假日，以順延1日辦理休館。
除夕、年初一休館
選舉日休館",02-26729996轉225,2014-04-16 15:10:00.0
